epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
114,43251.6,1.80203,0.91958,1.70422,0.76399,0.56458,0.62924,0.46489,1.66847,1.25368,1.74211,0.006271,0.006271,0.006271
115,43523.5,1.79235,0.92394,1.70467,0.76911,0.56151,0.63785,0.4708,1.66815,1.25294,1.74161,0.006238,0.006238,0.006238
116,43795.8,1.7958,0.91534,1.69614,0.77011,0.56107,0.63865,0.47116,1.66764,1.25174,1.74117,0.006205,0.006205,0.006205
117,44067.6,1.80909,0.92119,1.70417,0.76891,0.5627,0.63924,0.47205,1.66706,1.25065,1.74088,0.006172,0.006172,0.006172
118,44341.3,1.78506,0.90729,1.69802,0.77154,0.56192,0.64022,0.47249,1.66644,1.2499,1.74058,0.006139,0.006139,0.006139
119,44616.2,1.77844,0.91506,1.69257,0.77106,0.56248,0.64078,0.4728,1.66576,1.24924,1.74014,0.006106,0.006106,0.006106
120,44888.6,1.77999,0.91184,1.69801,0.77024,0.56462,0.64072,0.47314,1.66477,1.24837,1.73976,0.006073,0.006073,0.006073
121,45160.3,1.78398,0.91176,1.69733,0.76892,0.56495,0.6409,0.47356,1.66421,1.24727,1.73949,0.00604,0.00604,0.00604
122,45432.4,1.79647,0.91847,1.70294,0.7685,0.56358,0.64121,0.47412,1.66377,1.24701,1.73936,0.006007,0.006007,0.006007
123,45705.2,1.7788,0.90726,1.6942,0.76815,0.56612,0.64155,0.47478,1.6634,1.24663,1.73895,0.005974,0.005974,0.005974
124,45976.4,1.78868,0.91106,1.69478,0.76573,0.56791,0.64177,0.47513,1.66299,1.24624,1.73864,0.005941,0.005941,0.005941
125,46249.1,1.7778,0.90565,1.69403,0.76554,0.56739,0.64179,0.47611,1.66255,1.24529,1.73849,0.005908,0.005908,0.005908
126,46521.7,1.7665,0.90923,1.69157,0.76313,0.5694,0.64217,0.47636,1.6622,1.24504,1.73831,0.005875,0.005875,0.005875
127,46815.9,1.77083,0.90177,1.68829,0.76438,0.56824,0.6422,0.47668,1.66181,1.24463,1.7382,0.005842,0.005842,0.005842
128,47091.7,1.78243,0.90464,1.6987,0.76923,0.56495,0.64285,0.47674,1.66122,1.24407,1.73792,0.005809,0.005809,0.005809
129,47364.8,1.77164,0.89647,1.68922,0.77145,0.5643,0.64327,0.47716,1.66035,1.24336,1.73747,0.005776,0.005776,0.005776
130,47637,1.77429,0.89823,1.69236,0.76868,0.56615,0.64335,0.47747,1.66,1.24246,1.73678,0.005743,0.005743,0.005743
131,47909.1,1.75896,0.91062,1.68418,0.76661,0.56759,0.64346,0.47831,1.65937,1.24229,1.73639,0.00571,0.00571,0.00571
132,48182.7,1.76018,0.90144,1.69056,0.76775,0.56758,0.64408,0.47862,1.65909,1.24185,1.73606,0.005677,0.005677,0.005677
133,48456.8,1.76996,0.90479,1.68249,0.76448,0.57157,0.64469,0.4786,1.65897,1.24156,1.73604,0.005644,0.005644,0.005644
134,48733.4,1.76674,0.89542,1.68357,0.76399,0.57195,0.64452,0.47906,1.65834,1.24076,1.73566,0.005611,0.005611,0.005611
135,50804.6,1.74675,0.8881,1.68151,0.76413,0.5707,0.64465,0.47954,1.6575,1.24026,1.73491,0.005578,0.005578,0.005578
136,51647.6,1.75033,0.894,1.6856,0.76435,0.57142,0.64446,0.47994,1.65732,1.23967,1.73482,0.005545,0.005545,0.005545
137,51921.6,1.76641,0.88941,1.68324,0.76354,0.57257,0.64534,0.48051,1.65679,1.23893,1.73399,0.005512,0.005512,0.005512
138,52838.3,1.76277,0.89902,1.68555,0.76262,0.57332,0.64562,0.48105,1.65624,1.2382,1.73355,0.005479,0.005479,0.005479
139,53111.8,1.75615,0.88659,1.67782,0.76352,0.57423,0.64354,0.47991,1.6558,1.23802,1.73277,0.005446,0.005446,0.005446
140,53387.1,1.73504,0.88128,1.6789,0.76602,0.57262,0.64392,0.48016,1.65539,1.23787,1.73235,0.005413,0.005413,0.005413
141,53660.8,1.73819,0.88184,1.68204,0.76571,0.57268,0.64705,0.48254,1.65499,1.23747,1.73166,0.00538,0.00538,0.00538
142,53933,1.72158,0.8785,1.67299,0.76398,0.57365,0.64664,0.48287,1.65432,1.23718,1.7308,0.005347,0.005347,0.005347
143,54206.5,1.73429,0.87488,1.67599,0.76448,0.57354,0.64641,0.48286,1.65329,1.23697,1.73003,0.005314,0.005314,0.005314
144,54482.3,1.74295,0.87585,1.67201,0.76722,0.5729,0.65131,0.48687,1.65288,1.23653,1.72944,0.005281,0.005281,0.005281
145,54756.2,1.72296,0.8733,1.67408,0.76706,0.57301,0.65092,0.48693,1.65289,1.23622,1.72887,0.005248,0.005248,0.005248
146,55028.2,1.73054,0.87369,1.67209,0.76737,0.57284,0.66026,0.49441,1.65279,1.23623,1.7281,0.005215,0.005215,0.005215
147,55304.5,1.74831,0.87811,1.6698,0.76682,0.57245,0.65991,0.49479,1.65206,1.23611,1.72754,0.005182,0.005182,0.005182
148,55577.8,1.74104,0.87337,1.67157,0.76775,0.57145,0.66003,0.49487,1.65141,1.23611,1.727,0.005149,0.005149,0.005149
149,56531.1,1.72804,0.87375,1.68142,0.76625,0.57323,0.66015,0.49496,1.65038,1.23513,1.72637,0.005116,0.005116,0.005116
150,56806.6,1.7205,0.86791,1.66769,0.76397,0.57333,0.66146,0.49569,1.64967,1.23475,1.7258,0.005083,0.005083,0.005083
151,57079.8,1.72152,0.86853,1.67164,0.76201,0.57494,0.66151,0.49564,1.64922,1.2342,1.72561,0.00505,0.00505,0.00505
152,57354,1.73351,0.86728,1.67486,0.76034,0.57582,0.66168,0.49607,1.64865,1.23424,1.72511,0.005017,0.005017,0.005017
153,58940.5,1.73289,0.87467,1.67506,0.75968,0.57622,0.66172,0.49629,1.64825,1.23404,1.72437,0.004984,0.004984,0.004984
154,59215.8,1.72922,0.86739,1.66798,0.75918,0.57777,0.66216,0.49683,1.64765,1.23373,1.72419,0.004951,0.004951,0.004951
155,59489.4,1.72904,0.87209,1.66882,0.75842,0.57883,0.6625,0.49704,1.64681,1.23305,1.72338,0.004918,0.004918,0.004918
156,61131.3,1.7206,0.86952,1.66853,0.75838,0.5775,0.66319,0.4975,1.64627,1.23281,1.72267,0.004885,0.004885,0.004885
157,61404.5,1.72856,0.87217,1.67216,0.75687,0.5784,0.66374,0.49779,1.64565,1.23206,1.72223,0.004852,0.004852,0.004852
158,61981.7,1.72475,0.8694,1.66865,0.75805,0.57754,0.66368,0.49794,1.64477,1.2317,1.72181,0.004819,0.004819,0.004819
159,62255.8,1.72832,0.86434,1.67044,0.75776,0.5776,0.66465,0.49891,1.64405,1.23148,1.72155,0.004786,0.004786,0.004786
160,62531.9,1.73595,0.8635,1.66896,0.76385,0.57466,0.66392,0.49882,1.64368,1.23083,1.72117,0.004753,0.004753,0.004753
161,64006.8,1.71997,0.86168,1.66544,0.76406,0.574,0.65966,0.49597,1.64286,1.23039,1.72056,0.00472,0.00472,0.00472
