epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
140,137076,1.01008,0.7835,1.31404,0.72604,0.6038,0.65542,0.49057,1.06525,1.07631,1.44702,0.005413,0.005413,0.005413
141,137443,1.00818,0.78404,1.31594,0.72589,0.60364,0.65555,0.49119,1.0649,1.07573,1.44642,0.00538,0.00538,0.00538
142,137810,1.00572,0.77624,1.31292,0.72665,0.60477,0.65738,0.49141,1.06479,1.07486,1.44586,0.005347,0.005347,0.005347
143,138174,1.00395,0.7752,1.30621,0.72536,0.60552,0.65667,0.49189,1.06447,1.07456,1.44517,0.005314,0.005314,0.005314
144,138540,1.01101,0.77901,1.30849,0.72413,0.60753,0.6612,0.49394,1.06415,1.07414,1.44456,0.005281,0.005281,0.005281
145,138905,1.00104,0.77449,1.31146,0.71946,0.60865,0.65984,0.49423,1.06393,1.07289,1.44395,0.005248,0.005248,0.005248
146,139268,1.00651,0.77507,1.30647,0.71705,0.6106,0.66025,0.49449,1.06363,1.07215,1.44336,0.005215,0.005215,0.005215
147,139642,1.0104,0.7785,1.30105,0.71295,0.61697,0.66252,0.49538,1.06318,1.07104,1.44285,0.005182,0.005182,0.005182
148,140012,1.00686,0.77515,1.30683,0.71569,0.61582,0.66323,0.49603,1.06288,1.06988,1.44247,0.005149,0.005149,0.005149
149,140376,1.00115,0.7783,1.31144,0.71611,0.61441,0.66337,0.49641,1.06238,1.069,1.4419,0.005116,0.005116,0.005116
150,140748,1.00024,0.77047,1.30472,0.71545,0.6167,0.66439,0.49667,1.06224,1.06811,1.44137,0.005083,0.005083,0.005083
151,141112,1.00046,0.77023,1.30462,0.71449,0.61742,0.66457,0.49677,1.06193,1.06763,1.44098,0.00505,0.00505,0.00505
152,141479,1.00119,0.77199,1.30416,0.71318,0.61857,0.66469,0.49699,1.06174,1.06766,1.44081,0.005017,0.005017,0.005017
153,143944,1.00082,0.77606,1.3019,0.71359,0.61911,0.66522,0.49778,1.06143,1.06689,1.4405,0.004984,0.004984,0.004984
154,144380,1.00419,0.77099,1.30148,0.71431,0.61839,0.66585,0.49812,1.06122,1.06663,1.44021,0.004951,0.004951,0.004951
155,145401,0.99973,0.77494,1.30022,0.71413,0.61894,0.66558,0.4982,1.06105,1.06564,1.43948,0.004918,0.004918,0.004918
156,145838,0.99941,0.76921,1.30213,0.7138,0.61814,0.66578,0.4987,1.06089,1.06478,1.43896,0.004885,0.004885,0.004885
157,147503,1.00123,0.77364,1.30223,0.71446,0.61784,0.66642,0.49904,1.06073,1.06476,1.43854,0.004852,0.004852,0.004852
158,147890,0.99941,0.77258,1.29787,0.71548,0.61766,0.66644,0.49917,1.06055,1.0643,1.43815,0.004819,0.004819,0.004819
159,148260,0.99731,0.76658,1.30216,0.73465,0.60456,0.66717,0.49998,1.06034,1.06409,1.43757,0.004786,0.004786,0.004786
160,149389,1.00182,0.76671,1.30092,0.73365,0.60496,0.66645,0.50028,1.06012,1.06366,1.437,0.004753,0.004753,0.004753
161,149759,0.99784,0.76581,1.30001,0.73406,0.60481,0.66676,0.50055,1.05969,1.06293,1.43658,0.00472,0.00472,0.00472
162,150123,0.99234,0.7616,1.28877,0.73602,0.60319,0.66664,0.50113,1.0594,1.06242,1.43611,0.004687,0.004687,0.004687
163,150496,0.99849,0.76285,1.30004,0.738,0.60183,0.66759,0.50144,1.0591,1.06191,1.43564,0.004654,0.004654,0.004654
164,150914,0.99309,0.75907,1.29542,0.73891,0.60164,0.6681,0.50208,1.05873,1.06142,1.43516,0.004621,0.004621,0.004621
165,151286,0.98776,0.75676,1.2995,0.73914,0.6019,0.66857,0.50259,1.05833,1.06101,1.43473,0.004588,0.004588,0.004588
166,153903,0.99106,0.7643,1.28871,0.73172,0.60857,0.66912,0.50317,1.05798,1.06034,1.43415,0.004555,0.004555,0.004555
167,154287,0.99013,0.7572,1.2957,0.7351,0.60521,0.66952,0.50368,1.05764,1.05995,1.43355,0.004522,0.004522,0.004522
168,155248,0.99522,0.75833,1.29098,0.73602,0.60526,0.66807,0.50337,1.05716,1.05978,1.43316,0.004489,0.004489,0.004489
169,155686,0.98516,0.74628,1.29569,0.74476,0.59945,0.66857,0.50324,1.05677,1.05954,1.43255,0.004456,0.004456,0.004456
170,156147,0.98869,0.7491,1.30119,0.74357,0.60026,0.66885,0.50391,1.05665,1.05892,1.43214,0.004423,0.004423,0.004423
171,156590,0.98863,0.75327,1.28592,0.7445,0.60026,0.66905,0.50405,1.05628,1.05806,1.4315,0.00439,0.00439,0.00439
172,157034,0.98274,0.74915,1.28966,0.74402,0.60054,0.66933,0.50471,1.05598,1.05728,1.43102,0.004357,0.004357,0.004357
173,157463,0.98593,0.74771,1.29422,0.74672,0.59846,0.66956,0.50516,1.05553,1.05636,1.43052,0.004324,0.004324,0.004324
174,157899,0.98096,0.74818,1.28982,0.72639,0.61087,0.67021,0.50542,1.05506,1.05564,1.42995,0.004291,0.004291,0.004291
175,158269,0.99009,0.75088,1.29494,0.72241,0.61311,0.6703,0.50554,1.05489,1.05511,1.42947,0.004258,0.004258,0.004258
176,158640,0.9821,0.74834,1.29377,0.74822,0.59682,0.67021,0.50586,1.05461,1.05487,1.42898,0.004225,0.004225,0.004225
177,161161,0.98558,0.74968,1.29632,0.7488,0.59644,0.6702,0.50617,1.05412,1.0543,1.42854,0.004192,0.004192,0.004192
178,161563,0.97807,0.74559,1.28948,0.74896,0.59596,0.67027,0.50645,1.0537,1.05383,1.42821,0.004159,0.004159,0.004159
179,161941,0.98292,0.74841,1.28675,0.74957,0.59733,0.67095,0.50672,1.0534,1.05351,1.42777,0.004126,0.004126,0.004126
180,162310,0.97604,0.74364,1.28603,0.74957,0.59782,0.67112,0.50656,1.05324,1.05353,1.42751,0.004093,0.004093,0.004093
181,162677,0.97619,0.74074,1.28437,0.75057,0.59803,0.67136,0.50664,1.05314,1.05349,1.42719,0.00406,0.00406,0.00406
182,163046,0.977,0.7433,1.28379,0.75055,0.59874,0.67139,0.50679,1.05283,1.0535,1.42676,0.004027,0.004027,0.004027
183,165325,0.97649,0.7398,1.28316,0.75196,0.59833,0.67139,0.50705,1.05259,1.05328,1.42636,0.003994,0.003994,0.003994
184,165695,0.97328,0.73822,1.29096,0.7517,0.59873,0.67154,0.50726,1.0522,1.05317,1.42583,0.003961,0.003961,0.003961
185,166070,0.97735,0.74244,1.28519,0.75305,0.59925,0.67192,0.50765,1.05183,1.05277,1.42521,0.003928,0.003928,0.003928
186,166446,0.97238,0.73699,1.28479,0.75345,0.59973,0.6784,0.51083,1.05153,1.05271,1.42489,0.003895,0.003895,0.003895
187,166827,0.9731,0.73989,1.28364,0.75386,0.5996,0.67985,0.51156,1.05126,1.05306,1.42462,0.003862,0.003862,0.003862
